# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP-GutHK_D11_089   -               17     878      13     877       3     882    1466    +           0 1034.1  23.7  -
Oligosphaeraceae_Oligosphaera                    -          LKAP-GutHK_D11_089   -               47     829      50     868      29     881    1434    +    1.6e-108  361.9  21.6  -
Simkaniaceae_Simkania                            -          LKAP-GutHK_D11_089   -               84     894      75     873      54     881    1545    +    2.5e-108  361.2  21.1  -
Marinilabiliaceae_Alkalitalea                    -          LKAP-GutHK_D11_089   -               44     875      17     873       4     881    1486    +      3e-108  361.0  22.2  -
Flavobacteriaceae_Chishuiella                    -          LKAP-GutHK_D11_089   -               43     870      16     873       2     881    1480    +    3.1e-108  360.8  21.7  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-GutHK_D11_089   -               23     855      16     873       3     881    1444    +    3.4e-108  360.9  22.6  -
Synergistaceae_Rarimicrobium                     -          LKAP-GutHK_D11_089   -                4     809      28     875      25     882    1392    +    3.6e-108  360.9  24.1  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-GutHK_D11_089   -               25     858      17     873       3     881    1426    +    4.3e-108  360.6  22.0  -
Lentimicrobiaceae_Lentimicrobium                 -          LKAP-GutHK_D11_089   -               25     855      18     873       3     881    1446    +    4.4e-108  360.4  22.6  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-GutHK_D11_089   -               41     838      66     873      44     881    1401    +    5.1e-108  360.3  21.9  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-GutHK_D11_089   -               32     865      17     873       3     881    1461    +    5.3e-108  360.2  22.2  -
Marinilabiliaceae_Natronoflexus                  -          LKAP-GutHK_D11_089   -               29     858      17     873       4     881    1467    +    6.4e-108  359.9  22.0  -
Anaerolineaceae_Leptolinea                       -          LKAP-GutHK_D11_089   -               63     834      74     868      52     881    1426    +    7.6e-108  359.8  21.9  -
Bifidobacteriaceae_Gardnerella                   -          LKAP-GutHK_D11_089   -               52     876      17     874       2     881    1475    +    7.6e-108  359.6  22.4  -
Flavobacteriaceae_Mangrovimonas                  -          LKAP-GutHK_D11_089   -               43     879      16     873       3     881    1487    +      8e-108  359.5  22.4  -
Puniceicoccaceae_Cerasicoccus                    -          LKAP-GutHK_D11_089   -               36     858      18     865       2     879    1469    +    1.3e-107  358.8  21.4  -
Spartobacteria_Terrimicrobium                    -          LKAP-GutHK_D11_089   -               22     842      17     867       2     882    1418    +    1.3e-107  358.9  23.9  -
Flammeovirgaceae_Imperialibacter                 -          LKAP-GutHK_D11_089   -                7     837      13     873       5     881    1420    +    1.5e-107  359.0  21.6  -
Prolixibacteraceae_Draconibacterium              -          LKAP-GutHK_D11_089   -               43     873      16     873       2     881    1486    +    1.9e-107  358.2  23.1  -
Blastocatellaceae_Blastocatella                  -          LKAP-GutHK_D11_089   -               23     839      20     868       2     880    1445    +      2e-107  358.2  22.1  -
Cytophagaceae_Jiulongibacter                     -          LKAP-GutHK_D11_089   -               89     874      74     873      53     880    1508    +    2.4e-107  358.1  20.7  -
Anaerolineaceae_Longilinea                       -          LKAP-GutHK_D11_089   -               64     832      75     868      53     881    1422    +    2.4e-107  358.3  22.4  -
Flavobacteriaceae_Aureitalea                     -          LKAP-GutHK_D11_089   -               26     858      16     873       3     881    1392    +    2.7e-107  357.9  21.5  -
Cyclobacteriaceae_Indibacter                     -          LKAP-GutHK_D11_089   -               88     874      74     873      53     880    1502    +    3.2e-107  357.7  20.7  -
Cytophagaceae_Leadbetterella                     -          LKAP-GutHK_D11_089   -               67     849      75     873      55     880    1457    +    3.3e-107  357.7  21.0  -
Cytophagaceae_Rhodonellum                        -          LKAP-GutHK_D11_089   -                3     783      78     868      76     881    1350    +    3.4e-107  357.6  20.8  -
Marinilabiliaceae_Mangroviflexus                 -          LKAP-GutHK_D11_089   -               24     851      17     873       4     881    1440    +    3.4e-107  357.5  22.0  -
Cyclobacteriaceae_Nitritalea                     -          LKAP-GutHK_D11_089   -               71     858      74     873      52     880    1499    +    3.5e-107  357.4  21.2  -
Filobacteriaceae_Filobacterium                   -          LKAP-GutHK_D11_089   -               43     870      17     866       3     881    1521    +      4e-107  357.2  22.0  -
Planctomycetaceae_Roseimaritima                  -          LKAP-GutHK_D11_089   -               39     845      37     875      13     882    1449    +    5.6e-107  356.8  22.2  -
Thermaceae_Vulcanithermus                        -          LKAP-GutHK_D11_089   -               80     839      72     867      27     882    1481    +    6.6e-107  356.7  21.7  -
Ruminococcaceae_Ercella                          -          LKAP-GutHK_D11_089   -               47     754     138     869     116     880    1376    +    6.7e-107  356.5  17.8  -
Cyclobacteriaceae_Mariniradius                   -          LKAP-GutHK_D11_089   -               30     858      18     873       3     880    1359    +      8e-107  356.8  22.7  -
Planctomycetaceae_Thermostilla                   -          LKAP-GutHK_D11_089   -               41     860      17     875       1     882    1490    +    9.9e-107  356.2  23.5  -
Flavobacteriaceae_Oceanihabitans                 -          LKAP-GutHK_D11_089   -               43     875      16     873       3     881    1514    +    1.4e-106  355.4  21.6  -
Cytophagaceae_Siphonobacter                      -          LKAP-GutHK_D11_089   -               14     801      73     873      54     880    1351    +    1.4e-106  355.6  21.0  -
Haliscomenobacteraceae_Portibacter               -          LKAP-GutHK_D11_089   -               44     875      17     873       2     881    1478    +    1.5e-106  355.9  23.0  -
Eggerthellaceae_Paraeggerthella                  -          LKAP-GutHK_D11_089   -               23     836      16     874       2     881    1427    +    1.6e-106  355.4  23.3  -
Schleiferiaceae_Schleiferia                      -          LKAP-GutHK_D11_089   -               43     876      17     875       3     881    1499    +    1.8e-106  355.4  22.8  -
Marinifilaceae_Ancylomarina                      -          LKAP-GutHK_D11_089   -               24     857      17     873       4     881    1450    +      2e-106  354.9  20.8  -
Flavobacteriaceae_Pseudotenacibaculum            -          LKAP-GutHK_D11_089   -               37     825      68     873      47     881    1383    +      3e-106  354.5  20.8  -
Cytophagaceae_Rhodocytophaga                     -          LKAP-GutHK_D11_089   -               25     810      74     873      54     880    1416    +    3.1e-106  354.4  21.1  -
Porphyromonadaceae_Falsiporphyromonas            -          LKAP-GutHK_D11_089   -               30     872      17     873       4     881    1459    +    3.3e-106  354.4  21.7  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP-GutHK_D11_089   -                6     781      74     874      69     881    1342    +    3.4e-106  354.3  21.5  -
Deinococcaceae_Deinobacterium                    -          LKAP-GutHK_D11_089   -               50     832      67     867      46     882    1461    +    3.5e-106  354.3  22.6  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-GutHK_D11_089   -               23     854      16     876       3     882    1441    +    3.7e-106  354.0  22.0  -
Cyclobacteriaceae_Shivajiella                    -          LKAP-GutHK_D11_089   -               23     826      51     875      30     880    1385    +      4e-106  354.2  21.3  -
Crocinitomicaceae_Wandonia                       -          LKAP-GutHK_D11_089   -               44     880      17     873       3     881    1485    +    4.3e-106  353.8  22.2  -
Ichthyobacteriaceae_Ichthyobacterium             -          LKAP-GutHK_D11_089   -               44     880      17     873       4     881    1521    +    4.5e-106  353.8  22.0  -
Flavobacteriaceae_Meridianimaribacter            -          LKAP-GutHK_D11_089   -               32     867      17     873       3     881    1470    +    5.5e-106  353.4  22.2  -
Marinilabiliaceae_Marinilabilia                  -          LKAP-GutHK_D11_089   -               24     857      17     873       4     881    1449    +    6.5e-106  353.3  21.7  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-GutHK_D11_089   -               24     857      17     873       3     881    1479    +    6.9e-106  353.1  22.4  -
Flavobacteriaceae_Yeosuana                       -          LKAP-GutHK_D11_089   -               23     850      16     873       3     881    1469    +    7.1e-106  353.1  22.4  -
Flavobacteriaceae_Algoriella                     -          LKAP-GutHK_D11_089   -               44     870      17     873       2     881    1483    +    7.9e-106  352.9  21.6  -
Sphingobacteriaceae_Nubsella                     -          LKAP-GutHK_D11_089   -               55     838      74     868      53     880    1422    +    9.2e-106  352.9  21.5  -
Flavobacteriaceae_Maritimimonas                  -          LKAP-GutHK_D11_089   -               12     843      17     873       7     881    1416    +    1.1e-105  352.4  21.8  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-GutHK_D11_089   -               23     858      16     873       3     881    1447    +    1.3e-105  352.4  22.2  -
Flavobacteriaceae_Lutaonella                     -          LKAP-GutHK_D11_089   -               23     864      16     873       3     881    1486    +    1.5e-105  352.1  22.9  -
